orderitemid,orderid,itemid
73221,73221,10
73222,73222,12
73223,73223,2
73224,73224,15
73225,73225,11
73226,73226,14
73227,73227,15
73228,73228,3
73229,73229,10
73230,73230,7
73231,73231,9
73232,73232,18
73233,73233,9
73234,73234,18
73235,73235,18
73236,73236,5
73237,73237,7
73238,73238,2
73239,73239,14
73240,73240,20
73241,73241,9
73242,73242,11
73243,73243,9
73244,73244,7
73245,73245,20
73246,73246,4
73247,73247,14
73248,73248,11
73249,73249,9
73250,73250,20
73251,73251,12
73252,73252,9
73253,73253,8
73254,73254,20
73255,73255,18
73256,73256,8
73257,73257,17
73258,73258,17
73259,73259,10
73260,73260,14
73261,73261,13
73262,73262,16
73263,73263,13
73264,73264,17
73265,73265,15
73266,73266,19
73267,73267,5
73268,73268,13
73269,73269,8
73270,73270,10
73271,73271,14
73272,73272,18
73273,73273,14
73274,73274,4
73275,73275,15
73276,73276,19
73277,73277,17
73278,73278,15
73279,73279,3
73280,73280,20
73281,73281,5
73282,73282,17
73283,73283,9
73284,73284,16
73285,73285,6
73286,73286,9
73287,73287,7
73288,73288,15
73289,73289,8
73290,73290,9
73291,73291,5
73292,73292,7
73293,73293,2
73294,73294,18
73295,73295,16
73296,73296,19
73297,73297,10
73298,73298,6
73299,73299,16
73300,73300,4
73301,73301,13
73302,73302,20
73303,73303,13
73304,73304,12
73305,73305,2
73306,73306,19
73307,73307,15
73308,73308,6
73309,73309,4
73310,73310,11
73311,73311,8
73312,73312,5
73313,73313,5
73314,73314,6
73315,73315,5
73316,73316,20
73317,73317,10
73318,73318,12
73319,73319,16
73320,73320,17
73321,73321,6
73322,73322,15
73323,73323,14
73324,73324,14
73325,73325,9
73326,73326,5
73327,73327,18
73328,73328,13
73329,73329,3
73330,73330,1
73331,73331,6
73332,73332,20
73333,73333,17
73334,73334,15
73335,73335,17
73336,73336,12
73337,73337,16
73338,73338,10
73339,73339,6
73340,73340,17
73341,73341,8
73342,73342,17
73343,73343,8
73344,73344,13
73345,73345,12
73346,73346,4
73347,73347,17
73348,73348,9
73349,73349,2
73350,73350,4
73351,73351,16
73352,73352,19
73353,73353,17
73354,73354,15
73355,73355,9
73356,73356,19
73357,73357,3
73358,73358,6
73359,73359,19
73360,73360,2
73361,73361,16
73362,73362,19
73363,73363,14
73364,73364,8
73365,73365,9
73366,73366,15
73367,73367,19
73368,73368,3
73369,73369,17
73370,73370,5
73371,73371,5
73372,73372,4
73373,73373,11
73374,73374,11
73375,73375,5
73376,73376,15
73377,73377,14
73378,73378,12
73379,73379,10
73380,73380,18
73381,73381,9
73382,73382,4
73383,73383,9
73384,73384,1
73385,73385,6
73386,73386,15
73387,73387,18
73388,73388,6
73389,73389,6
73390,73390,3
73391,73391,19
73392,73392,19
73393,73393,6
73394,73394,10
73395,73395,17
73396,73396,10
73397,73397,20
73398,73398,12
73399,73399,7
73400,73400,9
73401,73401,10
73402,73402,7
73403,73403,19
73404,73404,2
73405,73405,10
73406,73406,11
73407,73407,15
73408,73408,1
73409,73409,13
73410,73410,16
73411,73411,1
73412,73412,13
73413,73413,13
73414,73414,10
73415,73415,11
73416,73416,6
73417,73417,1
73418,73418,8
73419,73419,14
73420,73420,16
73421,73421,4
73422,73422,12
73423,73423,4
73424,73424,8
73425,73425,8
73426,73426,15
73427,73427,18
73428,73428,16
73429,73429,13
73430,73430,7
73431,73431,19
73432,73432,17
73433,73433,5
73434,73434,3
73435,73435,3
73436,73436,13
73437,73437,18
73438,73438,5
73439,73439,7
73440,73440,4
73441,73441,12
73442,73442,13
73443,73443,4
73444,73444,20
73445,73445,4
73446,73446,3
73447,73447,18
73448,73448,19
73449,73449,17
73450,73450,18
73451,73451,4
73452,73452,1
73453,73453,12
73454,73454,18
73455,73455,12
73456,73456,14
73457,73457,6
73458,73458,12
73459,73459,2
73460,73460,7
73461,73461,17
73462,73462,3
73463,73463,6
73464,73464,15
73465,73465,8
73466,73466,11
73467,73467,18
73468,73468,14
73469,73469,2
73470,73470,4
73471,73471,10
73472,73472,10
73473,73473,8
73474,73474,3
73475,73475,18
73476,73476,17
73477,73477,5
73478,73478,10
73479,73479,7
73480,73480,17
73481,73481,6
73482,73482,20
73483,73483,11
73484,73484,11
73485,73485,11
73486,73486,16
73487,73487,18
73488,73488,8
73489,73489,8
73490,73490,17
73491,73491,1
73492,73492,4
73493,73493,3
73494,73494,6
73495,73495,16
73496,73496,5
73497,73497,16
73498,73498,7
73499,73499,14
73500,73500,17
73501,73501,1
73502,73502,14
73503,73503,10
73504,73504,15
73505,73505,13
73506,73506,12
73507,73507,2
73508,73508,20
73509,73509,10
73510,73510,2
73511,73511,7
73512,73512,8
73513,73513,13
73514,73514,9
73515,73515,7
73516,73516,15
73517,73517,9
73518,73518,3
73519,73519,14
73520,73520,12
73521,73521,20
73522,73522,8
73523,73523,3
73524,73524,19
73525,73525,12
73526,73526,16
73527,73527,15
73528,73528,6
73529,73529,7
73530,73530,19
73531,73531,2
73532,73532,6
73533,73533,7
73534,73534,10
73535,73535,18
73536,73536,11
73537,73537,19
73538,73538,6
73539,73539,3
73540,73540,7
73541,73541,13
73542,73542,1
73543,73543,13
73544,73544,7
73545,73545,17
73546,73546,19
73547,73547,10
73548,73548,17
73549,73549,9
73550,73550,16
73551,73551,14
73552,73552,20
73553,73553,14
73554,73554,10
73555,73555,13
73556,73556,11
73557,73557,9
73558,73558,2
73559,73559,2
73560,73560,17
73561,73561,3
73562,73562,3
73563,73563,7
73564,73564,17
73565,73565,3
73566,73566,11
73567,73567,13
73568,73568,16
73569,73569,16
73570,73570,20
73571,73571,7
73572,73572,5
73573,73573,7
73574,73574,11
73575,73575,18
73576,73576,12
73577,73577,3
73578,73578,13
73579,73579,16
73580,73580,3
73581,73581,19
73582,73582,5
73583,73583,13
73584,73584,13
73585,73585,1
73586,73586,5
73587,73587,8
73588,73588,16
73589,73589,7
73590,73590,15
73591,73591,12
73592,73592,11
73593,73593,20
73594,73594,6
73595,73595,8
73596,73596,4
73597,73597,1
73598,73598,11
73599,73599,9
73600,73600,19
73601,73601,11
73602,73602,15
73603,73603,16
73604,73604,3
73605,73605,16
73606,73606,9
73607,73607,7
73608,73608,12
73609,73609,8
73610,73610,15
73611,73611,10
73612,73612,5
73613,73613,19
73614,73614,9
73615,73615,14
73616,73616,13
73617,73617,15
73618,73618,5
73619,73619,10
73620,73620,8
73621,73621,13
73622,73622,18
73623,73623,14
73624,73624,2
73625,73625,4
73626,73626,10
73627,73627,6
73628,73628,7
73629,73629,7
73630,73630,20
73631,73631,17
73632,73632,12
73633,73633,4
73634,73634,5
73635,73635,19
73636,73636,19
73637,73637,12
73638,73638,16
73639,73639,9
73640,73640,4
73641,73641,2
73642,73642,7
73643,73643,1
73644,73644,3
73645,73645,5
73646,73646,10
73647,73647,14
73648,73648,12
73649,73649,3
73650,73650,19
73651,73651,16
73652,73652,8
73653,73653,14
73654,73654,1
73655,73655,11
73656,73656,16
73657,73657,19
73658,73658,4
73659,73659,12
73660,73660,8
73661,73661,15
73662,73662,5
73663,73663,5
73664,73664,15
73665,73665,20
73666,73666,13
73667,73667,8
73668,73668,20
73669,73669,13
73670,73670,10
73671,73671,8
73672,73672,20
73673,73673,8
73674,73674,10
73675,73675,16
73676,73676,4
73677,73677,15
73678,73678,5
73679,73679,19
73680,73680,18
73681,73681,5
73682,73682,9
73683,73683,8
73684,73684,13
73685,73685,11
73686,73686,18
73687,73687,18
73688,73688,9
73689,73689,11
73690,73690,3
73691,73691,20
73692,73692,17
73693,73693,6
73694,73694,7
73695,73695,10
73696,73696,13
73697,73697,10
73698,73698,10
73699,73699,8
73700,73700,13
73701,73701,2
73702,73702,7
73703,73703,13
73704,73704,7
73705,73705,4
73706,73706,18
73707,73707,4
73708,73708,11
73709,73709,16
73710,73710,19
73711,73711,19
73712,73712,6
73713,73713,16
73714,73714,13
73715,73715,19
73716,73716,8
73717,73717,1
73718,73718,13
73719,73719,10
73720,73720,9
73721,73721,16
73722,73722,1
73723,73723,20
73724,73724,4
73725,73725,14
73726,73726,6
73727,73727,5
73728,73728,3
73729,73729,9
73730,73730,14
73731,73731,1
73732,73732,1
73733,73733,3
73734,73734,9
73735,73735,1
73736,73736,1
73737,73737,19
73738,73738,15
73739,73739,8
73740,73740,19
73741,73741,13
73742,73742,10
73743,73743,15
73744,73744,5
73745,73745,12
73746,73746,12
73747,73747,17
73748,73748,12
73749,73749,9
73750,73750,8
73751,73751,8
73752,73752,4
73753,73753,20
73754,73754,2
73755,73755,6
73756,73756,6
73757,73757,6
73758,73758,18
73759,73759,14
73760,73760,12
73761,73761,4
73762,73762,20
73763,73763,4
73764,73764,4
73765,73765,15
73766,73766,4
73767,73767,8
73768,73768,20
73769,73769,16
73770,73770,5
73771,73771,15
73772,73772,4
73773,73773,9
73774,73774,15
73775,73775,20
73776,73776,1
73777,73777,13
73778,73778,15
73779,73779,12
73780,73780,6
73781,73781,3
73782,73782,6
73783,73783,11
73784,73784,17
73785,73785,16
73786,73786,4
73787,73787,9
73788,73788,17
73789,73789,19
73790,73790,3
73791,73791,16
73792,73792,3
73793,73793,3
73794,73794,1
73795,73795,18
73796,73796,9
73797,73797,15
73798,73798,5
73799,73799,19
73800,73800,11
73801,73801,14
73802,73802,16
73803,73803,4
73804,73804,16
73805,73805,1
73806,73806,1
73807,73807,9
73808,73808,15
73809,73809,13
73810,73810,16
73811,73811,3
73812,73812,16
73813,73813,6
73814,73814,19
73815,73815,10
73816,73816,18
73817,73817,5
73818,73818,13
73819,73819,18
73820,73820,14
73821,73821,8
73822,73822,12
73823,73823,14
73824,73824,4
73825,73825,12
73826,73826,16
73827,73827,14
73828,73828,6
73829,73829,15
73830,73830,15
73831,73831,9
73832,73832,6
73833,73833,1
73834,73834,16
73835,73835,5
73836,73836,20
73837,73837,8
73838,73838,18
73839,73839,20
73840,73840,17
73841,73841,20
73842,73842,12
73843,73843,6
73844,73844,1
73845,73845,9
73846,73846,7
73847,73847,6
73848,73848,1
73849,73849,6
73850,73850,2
73851,73851,2
73852,73852,18
73853,73853,7
73854,73854,5
73855,73855,19
73856,73856,7
73857,73857,13
73858,73858,18
73859,73859,12
73860,73860,10
73861,73861,17
73862,73862,11
73863,73863,16
73864,73864,17
73865,73865,18
73866,73866,18
73867,73867,9
73868,73868,1
73869,73869,3
73870,73870,14
73871,73871,19
73872,73872,1
73873,73873,11
73874,73874,8
73875,73875,15
73876,73876,8
73877,73877,20
73878,73878,9
73879,73879,15
73880,73880,5
73881,73881,3
73882,73882,13
73883,73883,3
73884,73884,13
73885,73885,15
73886,73886,12
73887,73887,10
73888,73888,4
73889,73889,17
73890,73890,11
73891,73891,9
73892,73892,15
73893,73893,1
73894,73894,19
73895,73895,14
73896,73896,1
73897,73897,15
73898,73898,6
73899,73899,10
73900,73900,9
73901,73901,5
73902,73902,2
73903,73903,12
73904,73904,17
73905,73905,18
73906,73906,13
73907,73907,3
73908,73908,1
73909,73909,17
73910,73910,13
73911,73911,9
73912,73912,16
73913,73913,5
73914,73914,6
73915,73915,13
73916,73916,10
73917,73917,19
73918,73918,17
73919,73919,14
73920,73920,3
73921,73921,4
73922,73922,7
73923,73923,3
73924,73924,11
73925,73925,12
73926,73926,8
73927,73927,11
73928,73928,18
73929,73929,7
73930,73930,8
73931,73931,8
73932,73932,15
73933,73933,13
73934,73934,15
73935,73935,12
73936,73936,10
73937,73937,18
73938,73938,5
73939,73939,1
73940,73940,16
73941,73941,10
73942,73942,7
73943,73943,2
73944,73944,16
73945,73945,16
73946,73946,3
73947,73947,17
73948,73948,3
73949,73949,13
73950,73950,10
73951,73951,2
73952,73952,20
73953,73953,7
73954,73954,9
73955,73955,20
73956,73956,11
73957,73957,2
73958,73958,11
73959,73959,2
73960,73960,7
73961,73961,16
73962,73962,8
73963,73963,15
73964,73964,13
73965,73965,3
73966,73966,3
73967,73967,6
73968,73968,11
73969,73969,10
73970,73970,10
73971,73971,7
73972,73972,9
73973,73973,6
73974,73974,8
73975,73975,13
73976,73976,9
73977,73977,16
73978,73978,3
73979,73979,4
73980,73980,8
73981,73981,5
73982,73982,13
73983,73983,4
73984,73984,2
73985,73985,11
73986,73986,4
73987,73987,14
73988,73988,20
73989,73989,15
73990,73990,19
73991,73991,20
73992,73992,19
73993,73993,16
73994,73994,13
73995,73995,3
73996,73996,15
73997,73997,18
73998,73998,18
73999,73999,2
74000,74000,1
74001,74001,11
74002,74002,19
74003,74003,10
74004,74004,13
74005,74005,6
74006,74006,17
74007,74007,8
74008,74008,16
74009,74009,11
74010,74010,2
74011,74011,3
74012,74012,19
74013,74013,18
74014,74014,7
74015,74015,14
74016,74016,18
74017,74017,14
74018,74018,8
74019,74019,3
74020,74020,18
74021,74021,5
74022,74022,3
74023,74023,9
74024,74024,10
74025,74025,11
74026,74026,5
74027,74027,9
74028,74028,19
74029,74029,19
74030,74030,10
74031,74031,3
74032,74032,16
74033,74033,14
74034,74034,20
74035,74035,12
74036,74036,10
74037,74037,12
74038,74038,6
74039,74039,11
74040,74040,12
74041,74041,11
74042,74042,18
74043,74043,19
74044,74044,20
74045,74045,11
74046,74046,1
74047,74047,8
74048,74048,17
74049,74049,6
74050,74050,3
74051,74051,3
74052,74052,2
74053,74053,14
74054,74054,17
74055,74055,6
74056,74056,5
74057,74057,8
74058,74058,11
74059,74059,15
74060,74060,4
74061,74061,16
74062,74062,3
74063,74063,17
74064,74064,6
74065,74065,9
74066,74066,19
74067,74067,3
74068,74068,3
74069,74069,7
74070,74070,20
74071,74071,14
74072,74072,18
74073,74073,4
74074,74074,11
74075,74075,2
74076,74076,4
74077,74077,11
74078,74078,15
74079,74079,7
74080,74080,16
74081,74081,17
74082,74082,3
74083,74083,15
74084,74084,18
74085,74085,11
74086,74086,8
74087,74087,4
74088,74088,12
74089,74089,10
74090,74090,17
74091,74091,5
74092,74092,4
74093,74093,9
74094,74094,14
74095,74095,3
74096,74096,20
74097,74097,9
74098,74098,13
74099,74099,10
74100,74100,10
74101,74101,1
74102,74102,12
74103,74103,4
74104,74104,12
74105,74105,16
74106,74106,17
74107,74107,10
74108,74108,6
74109,74109,19
74110,74110,14
74111,74111,4
74112,74112,6
74113,74113,18
74114,74114,4
74115,74115,6
74116,74116,12
74117,74117,9
74118,74118,12
74119,74119,1
74120,74120,19
74121,74121,13
74122,74122,16
74123,74123,1
74124,74124,10
74125,74125,16
74126,74126,15
74127,74127,20
74128,74128,2
74129,74129,4
74130,74130,16
74131,74131,12
74132,74132,2
74133,74133,13
74134,74134,3
74135,74135,18
74136,74136,11
74137,74137,19
74138,74138,7
74139,74139,20
74140,74140,18
74141,74141,5
74142,74142,4
74143,74143,11
74144,74144,8
74145,74145,10
74146,74146,13
74147,74147,9
74148,74148,1
74149,74149,16
74150,74150,8
74151,74151,4
74152,74152,13
74153,74153,7
74154,74154,2
74155,74155,1
74156,74156,15
74157,74157,7
74158,74158,6
74159,74159,4
74160,74160,20
74161,74161,7
74162,74162,10
74163,74163,7
74164,74164,7
74165,74165,8
74166,74166,20
74167,74167,4
74168,74168,16
74169,74169,16
74170,74170,12
74171,74171,18
74172,74172,10
74173,74173,9
74174,74174,10
74175,74175,5
74176,74176,10
74177,74177,20
74178,74178,20
74179,74179,3
74180,74180,10
74181,74181,2
74182,74182,6
74183,74183,18
74184,74184,16
74185,74185,6
74186,74186,16
74187,74187,19
74188,74188,2
74189,74189,7
74190,74190,6
74191,74191,11
74192,74192,4
74193,74193,7
74194,74194,10
74195,74195,6
74196,74196,3
74197,74197,13
74198,74198,3
74199,74199,2
74200,74200,15
74201,74201,4
74202,74202,4
74203,74203,2
74204,74204,3
74205,74205,13
74206,74206,10
74207,74207,18
74208,74208,5
74209,74209,7
74210,74210,13
74211,74211,8
74212,74212,1
74213,74213,6
74214,74214,11
74215,74215,2
74216,74216,9
74217,74217,19
74218,74218,20
74219,74219,20
74220,74220,12
74221,74221,16
74222,74222,4
74223,74223,2
74224,74224,1
74225,74225,16
74226,74226,4
74227,74227,14
74228,74228,16
74229,74229,18
74230,74230,5
74231,74231,4
74232,74232,20
74233,74233,15
74234,74234,18
74235,74235,6
74236,74236,19
74237,74237,20
74238,74238,8
74239,74239,11
74240,74240,15
74241,74241,12
74242,74242,10
74243,74243,9
74244,74244,8
74245,74245,16
74246,74246,5
74247,74247,20
74248,74248,9
74249,74249,3
74250,74250,16
74251,74251,1
74252,74252,15
74253,74253,5
74254,74254,9
74255,74255,20
74256,74256,19
74257,74257,17
74258,74258,6
74259,74259,6
74260,74260,3
74261,74261,2
74262,74262,13
74263,74263,10
74264,74264,15
74265,74265,12
74266,74266,6
74267,74267,19
74268,74268,10
74269,74269,5
74270,74270,17
74271,74271,5
74272,74272,2
74273,74273,7
74274,74274,19
74275,74275,5
74276,74276,9
74277,74277,14
74278,74278,14
74279,74279,5
74280,74280,17
74281,74281,17
74282,74282,7
74283,74283,6
74284,74284,5
74285,74285,7
74286,74286,5
74287,74287,17
74288,74288,9
74289,74289,16
74290,74290,14
74291,74291,4
74292,74292,6
74293,74293,17
74294,74294,14
74295,74295,17
74296,74296,4
74297,74297,15
74298,74298,18
74299,74299,3
74300,74300,7
74301,74301,19
74302,74302,2
74303,74303,5
74304,74304,12
74305,74305,14
74306,74306,14
74307,74307,20
74308,74308,6
74309,74309,7
74310,74310,7
74311,74311,17
74312,74312,7
74313,74313,4
74314,74314,18
74315,74315,15
74316,74316,8
74317,74317,20
74318,74318,15
74319,74319,20
74320,74320,5
74321,74321,5
74322,74322,8
74323,74323,4
74324,74324,12
74325,74325,19
74326,74326,17
74327,74327,13
74328,74328,17
74329,74329,15
74330,74330,10
74331,74331,20
74332,74332,10
74333,74333,20
74334,74334,6
74335,74335,16
74336,74336,17
74337,74337,14
74338,74338,9
74339,74339,14
74340,74340,17
74341,74341,12
74342,74342,15
74343,74343,15
74344,74344,10
74345,74345,10
74346,74346,13
74347,74347,15
74348,74348,16
74349,74349,8
74350,74350,1
74351,74351,8
74352,74352,13
74353,74353,6
74354,74354,2
74355,74355,5
74356,74356,1
74357,74357,3
74358,74358,15
74359,74359,2
74360,74360,20
74361,74361,2
74362,74362,17
74363,74363,1
74364,74364,20
74365,74365,3
74366,74366,6
74367,74367,20
74368,74368,1
74369,74369,15
74370,74370,11
74371,74371,15
74372,74372,17
74373,74373,7
74374,74374,2
74375,74375,9
74376,74376,2
74377,74377,19
74378,74378,10
74379,74379,5
74380,74380,7
74381,74381,12
74382,74382,6
74383,74383,17
74384,74384,13
74385,74385,4
74386,74386,1
74387,74387,4
74388,74388,10
74389,74389,14
74390,74390,2
74391,74391,13
74392,74392,20
74393,74393,2
74394,74394,9
74395,74395,19
74396,74396,3
74397,74397,13
74398,74398,14
74399,74399,18
74400,74400,15
74401,74401,16
74402,74402,10
74403,74403,7
74404,74404,12
74405,74405,20
74406,74406,19
74407,74407,16
74408,74408,3
74409,74409,3
74410,74410,10
74411,74411,2
74412,74412,13
74413,74413,3
74414,74414,1
74415,74415,19
74416,74416,2
74417,74417,6
74418,74418,7
74419,74419,6
74420,74420,11
74421,74421,14
74422,74422,19
74423,74423,2
74424,74424,7
74425,74425,16
74426,74426,15
74427,74427,11
74428,74428,17
74429,74429,11
74430,74430,6
74431,74431,20
74432,74432,16
74433,74433,18
74434,74434,15
74435,74435,8
74436,74436,13
74437,74437,1
74438,74438,11
74439,74439,20
74440,74440,3
74441,74441,4
74442,74442,12
74443,74443,3
74444,74444,14
74445,74445,6
74446,74446,5
74447,74447,8
74448,74448,20
74449,74449,2
74450,74450,4
74451,74451,4
74452,74452,12
74453,74453,15
74454,74454,4
74455,74455,1
74456,74456,20
74457,74457,15
74458,74458,13
74459,74459,13
74460,74460,7
74461,74461,18
74462,74462,8
74463,74463,6
74464,74464,6
74465,74465,19
74466,74466,18
74467,74467,18
74468,74468,1
74469,74469,9
74470,74470,16
74471,74471,13
74472,74472,14
74473,74473,6
74474,74474,19
74475,74475,9
74476,74476,13
74477,74477,18
74478,74478,20
74479,74479,16
74480,74480,16
74481,74481,16
74482,74482,7
74483,74483,16
74484,74484,11
74485,74485,18
74486,74486,15
74487,74487,5
74488,74488,7
74489,74489,2
74490,74490,15
74491,74491,14
74492,74492,19
74493,74493,6
74494,74494,10
74495,74495,3
74496,74496,8
74497,74497,5
74498,74498,4
74499,74499,4
74500,74500,8
74501,74501,15
74502,74502,17
74503,74503,9
74504,74504,6
74505,74505,17
74506,74506,19
74507,74507,6
74508,74508,11
74509,74509,7
74510,74510,9
74511,74511,5
74512,74512,2
74513,74513,8
74514,74514,12
74515,74515,12
74516,74516,6
74517,74517,6
74518,74518,11
74519,74519,18
74520,74520,7
74521,74521,7
74522,74522,19
74523,74523,17
74524,74524,15
74525,74525,8
74526,74526,2
74527,74527,20
74528,74528,7
74529,74529,20
74530,74530,9
74531,74531,16
74532,74532,16
74533,74533,9
74534,74534,17
74535,74535,19
74536,74536,17
74537,74537,6
74538,74538,14
74539,74539,19
74540,74540,9
74541,74541,9
74542,74542,5
74543,74543,14
74544,74544,17
74545,74545,6
74546,74546,5
74547,74547,7
74548,74548,2
74549,74549,5
74550,74550,3
74551,74551,12
74552,74552,2
74553,74553,2
74554,74554,19
74555,74555,11
74556,74556,18
74557,74557,14
74558,74558,13
74559,74559,16
74560,74560,18
74561,74561,19
74562,74562,3
74563,74563,13
74564,74564,9
74565,74565,18
74566,74566,13
74567,74567,18
74568,74568,20
74569,74569,13
74570,74570,10
74571,74571,9
74572,74572,15
74573,74573,6
74574,74574,10
74575,74575,18
74576,74576,18
74577,74577,4
74578,74578,18
74579,74579,17
74580,74580,13
74581,74581,1
74582,74582,14
74583,74583,17
74584,74584,17
74585,74585,17
74586,74586,20
74587,74587,12
74588,74588,15
74589,74589,9
74590,74590,3
74591,74591,17
74592,74592,8
74593,74593,4
74594,74594,10
74595,74595,16
74596,74596,20
74597,74597,10
74598,74598,12
74599,74599,17
74600,74600,13
74601,74601,9
74602,74602,1
74603,74603,6
74604,74604,13
74605,74605,11
74606,74606,9
74607,74607,7
74608,74608,10
74609,74609,17
74610,74610,11
74611,74611,4
74612,74612,11
74613,74613,9
74614,74614,10
74615,74615,11
74616,74616,2
74617,74617,20
74618,74618,4
74619,74619,13
74620,74620,19
74621,74621,4
74622,74622,8
74623,74623,15
74624,74624,18
74625,74625,9
74626,74626,1
74627,74627,8
74628,74628,4
74629,74629,12
74630,74630,4
74631,74631,16
74632,74632,5
74633,74633,13
74634,74634,20
74635,74635,13
74636,74636,20
74637,74637,1
74638,74638,4
74639,74639,8
74640,74640,1
74641,74641,19
74642,74642,14
74643,74643,13
74644,74644,15
74645,74645,14
74646,74646,18
74647,74647,17
74648,74648,20
74649,74649,7
74650,74650,12
74651,74651,4
74652,74652,12
74653,74653,16
74654,74654,12
74655,74655,10
74656,74656,16
74657,74657,18
74658,74658,12
74659,74659,17
74660,74660,13
74661,74661,2
74662,74662,12
74663,74663,1
74664,74664,3
74665,74665,2
74666,74666,10
74667,74667,15
74668,74668,12
74669,74669,13
74670,74670,17
74671,74671,20
74672,74672,1
74673,74673,18
74674,74674,19
74675,74675,11
74676,74676,2
74677,74677,7
74678,74678,15
74679,74679,8
74680,74680,9
74681,74681,13
74682,74682,12
74683,74683,16
74684,74684,1
74685,74685,9
74686,74686,9
74687,74687,13
74688,74688,9
74689,74689,15
74690,74690,11
74691,74691,11
74692,74692,6
74693,74693,6
74694,74694,1
74695,74695,17
74696,74696,6
74697,74697,14
74698,74698,10
74699,74699,6
74700,74700,8
74701,74701,15
74702,74702,2
74703,74703,14
74704,74704,1
74705,74705,19
74706,74706,15
74707,74707,7
74708,74708,18
74709,74709,15
74710,74710,20
74711,74711,1
74712,74712,15
74713,74713,14
74714,74714,12
74715,74715,20
74716,74716,20
74717,74717,19
74718,74718,8
74719,74719,6
74720,74720,14
74721,74721,12
74722,74722,10
74723,74723,2
74724,74724,13
74725,74725,4
74726,74726,12
74727,74727,4
74728,74728,4
74729,74729,2
74730,74730,15
74731,74731,11
74732,74732,19
74733,74733,2
74734,74734,1
74735,74735,10
74736,74736,9
74737,74737,12
74738,74738,15
74739,74739,19
74740,74740,6
74741,74741,2
74742,74742,8
74743,74743,6
74744,74744,5
74745,74745,15
74746,74746,1
74747,74747,10
74748,74748,2
74749,74749,3
74750,74750,9
74751,74751,3
74752,74752,17
74753,74753,12
74754,74754,9
74755,74755,3
74756,74756,18
74757,74757,13
74758,74758,5
74759,74759,14
74760,74760,17
74761,74761,14
74762,74762,11
74763,74763,13
74764,74764,16
74765,74765,2
74766,74766,20
74767,74767,1
74768,74768,18
74769,74769,15
74770,74770,11
74771,74771,1
74772,74772,20
74773,74773,16
74774,74774,13
74775,74775,8
74776,74776,4
74777,74777,2
74778,74778,16
74779,74779,19
74780,74780,3
74781,74781,11
74782,74782,18
74783,74783,14
74784,74784,6
74785,74785,15
74786,74786,16
74787,74787,18
74788,74788,19
74789,74789,13
74790,74790,18
74791,74791,16
74792,74792,8
74793,74793,19
74794,74794,13
74795,74795,10
74796,74796,1
74797,74797,20
74798,74798,9
74799,74799,1
74800,74800,10
74801,74801,12
74802,74802,10
74803,74803,3
74804,74804,6
74805,74805,11
74806,74806,13
74807,74807,7
74808,74808,8
74809,74809,20
74810,74810,17
74811,74811,2
74812,74812,18
74813,74813,15
74814,74814,8
74815,74815,13
74816,74816,19
74817,74817,6
74818,74818,17
74819,74819,12
74820,74820,15
74821,74821,18
74822,74822,5
74823,74823,4
74824,74824,2
74825,74825,16
74826,74826,1
74827,74827,6
74828,74828,18
74829,74829,8
74830,74830,9
74831,74831,7
74832,74832,11
74833,74833,4
74834,74834,15
74835,74835,18
74836,74836,6
74837,74837,10
74838,74838,3
74839,74839,14
74840,74840,15
74841,74841,2
74842,74842,16
74843,74843,20
74844,74844,3
74845,74845,8
74846,74846,2
74847,74847,6
74848,74848,13
74849,74849,2
74850,74850,6
74851,74851,10
74852,74852,18
74853,74853,7
74854,74854,6
74855,74855,9
74856,74856,6
74857,74857,4
74858,74858,15
74859,74859,17
74860,74860,20
74861,74861,6
74862,74862,3
74863,74863,1
74864,74864,3
74865,74865,4
74866,74866,6
74867,74867,3
74868,74868,18
74869,74869,18
74870,74870,2
74871,74871,11
74872,74872,5
74873,74873,16
74874,74874,14
74875,74875,12
74876,74876,10
74877,74877,19
74878,74878,12
74879,74879,11
74880,74880,4
74881,74881,5
74882,74882,1
74883,74883,18
74884,74884,13
74885,74885,8
74886,74886,6
74887,74887,12
74888,74888,17
74889,74889,7
74890,74890,17
74891,74891,8
74892,74892,6
74893,74893,14
74894,74894,3
74895,74895,13
74896,74896,3
74897,74897,4
74898,74898,8
74899,74899,10
74900,74900,1
74901,74901,4
74902,74902,8
74903,74903,3
74904,74904,6
74905,74905,2
74906,74906,15
74907,74907,10
74908,74908,13
74909,74909,15
74910,74910,20
74911,74911,4
74912,74912,2
74913,74913,10
74914,74914,4
74915,74915,4
74916,74916,3
74917,74917,16
74918,74918,12
74919,74919,6
74920,74920,3
74921,74921,14
74922,74922,1
74923,74923,12
74924,74924,13
74925,74925,9
74926,74926,4
74927,74927,14
74928,74928,16
74929,74929,11
74930,74930,14
74931,74931,10
74932,74932,12
74933,74933,11
74934,74934,4
74935,74935,2
74936,74936,5
74937,74937,16
74938,74938,19
74939,74939,16
74940,74940,18
74941,74941,14
74942,74942,2
74943,74943,4
74944,74944,3
74945,74945,5
74946,74946,4
74947,74947,4
74948,74948,2
74949,74949,18
74950,74950,6
74951,74951,10
74952,74952,16
74953,74953,17
74954,74954,7
74955,74955,1
74956,74956,11
74957,74957,6
74958,74958,10
74959,74959,10
74960,74960,18
74961,74961,17
74962,74962,15
74963,74963,1
74964,74964,7
74965,74965,18
74966,74966,11
74967,74967,9
74968,74968,10
